,Compound,myY,Fit,AbsResidual
11531,Al1As1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
35956,As1Li2Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
160632,Ga1Mn2P1,0.0,7.668733596801758e-06,7.668733596801758e-06
33283,As1F3Ir1,0.0,7.668733596801758e-06,7.668733596801758e-06
2654,Ag1B2Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
13879,Al1B1Li1,0.0,7.668733596801758e-06,7.668733596801758e-06
226945,Ni6P3,0.0,7.668733596801758e-06,7.668733596801758e-06
187670,In1Na2Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
7430,Ag2K1Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
105212,Cd1Ga1K2,0.0,7.668733596801758e-06,7.668733596801758e-06
102550,Ca1Se1Zr1,0.0,7.668733596801758e-06,7.668733596801758e-06
64531,Be2Cl1Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
75627,Bi1Cl1Pb1,0.0,7.668733596801758e-06,7.668733596801758e-06
225523,Nb1Se1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
15994,Al1Cl1Hf1,0.0,7.668733596801758e-06,7.668733596801758e-06
181546,Hg1Mg1Si2,0.0,7.668733596801758e-06,7.668733596801758e-06
4034,Ag1Cl1Rh1,0.0,7.668733596801758e-06,7.668733596801758e-06
162934,Ga1Pd2Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
22962,Al1Li1Zn2,0.0,7.668733596801758e-06,7.668733596801758e-06
71027,Be1P1Sn2,0.0,7.668733596801758e-06,7.668733596801758e-06
181229,Hg2La1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
45424,Au2Ni1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
40133,Au1B2Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
84448,B1Na1Si2,0.0,7.668733596801758e-06,7.668733596801758e-06
32442,As2Cu2,0.0,7.668733596801758e-06,7.668733596801758e-06
226946,Ni6P3,0.0,7.668733596801758e-06,7.668733596801758e-06
238994,P1Pt1Sc1,0.0,7.668733596801758e-06,7.668733596801758e-06
71026,Be1P1Sn2,0.0,7.668733596801758e-06,7.668733596801758e-06
190764,In1Te1V1,0.0,7.668733596801758e-06,7.668733596801758e-06
7181,Ag1K2Mg1,0.0,7.668733596801758e-06,7.668733596801758e-06
41814,Au1Cr2Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
84449,B1Na1Si2,0.0,7.668733596801758e-06,7.668733596801758e-06
232799,Os1Pd1Se2,0.0,7.668733596801758e-06,7.668733596801758e-06
89052,Br1Ge2Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
11532,Al1As1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
205166,Li1Na1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
75626,Bi1Cl1Pb1,0.0,7.668733596801758e-06,7.668733596801758e-06
130503,Cr2K1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
97032,Ca1Hf1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
206561,Li1Pd1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
68477,Be1K2Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
239735,P1Rh1Tl2,0.0,7.668733596801758e-06,7.668733596801758e-06
42043,Au1Cu2Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
31531,As2Cl1Cr1,0.0,7.668733596801758e-06,7.668733596801758e-06
13504,Al1Bi1Hg2,0.0,7.668733596801758e-06,7.668733596801758e-06
16400,Al1Cl1W1,0.0,7.668733596801758e-06,7.668733596801758e-06
78267,Bi1Hg1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
2653,Ag1B2Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
11731,Al2Au1,0.0,7.668733596801758e-06,7.668733596801758e-06
39568,Au1Ba1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
107528,Cd1Li1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
11727,Al2Au1,0.0,7.668733596801758e-06,7.668733596801758e-06
39567,Au1Ba1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
2782,Ag1Br1Hf1,0.0,7.668733596801758e-06,7.668733596801758e-06
197542,K2Pt1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
63748,Be2Ca1Cl1,0.0,7.668733596801758e-06,7.668733596801758e-06
87996,Br1Cu1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
114750,Cl1Ge2Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
225525,Nb1Se1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
70937,Be1P1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
64530,Be2Cl1Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
248264,Sn2Sr1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
118792,Co1,0.0,7.668733596801758e-06,7.668733596801758e-06
149701,Fe1La1P1,0.0,7.668733596801758e-06,7.668733596801758e-06
212025,Mg1Sc1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
224387,Nb1P2Re1,0.0,7.668733596801758e-06,7.668733596801758e-06
45206,Au1Na1Zn2,0.0,7.668733596801758e-06,7.668733596801758e-06
237812,Pd2Si1Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
95055,Ca1Cu1Hg1,0.0,7.668733596801758e-06,7.668733596801758e-06
186462,In1K1Zn2,0.0,7.668733596801758e-06,7.668733596801758e-06
24361,Al1Na1Zn2,0.0,7.668733596801758e-06,7.668733596801758e-06
212738,Mg1Te1Y1,0.0,7.668733596801758e-06,7.668733596801758e-06
152786,Fe1P1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
20886,Al2Hg1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
183220,Hg1Pt1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
187504,In1Mo1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
181684,Hg1Mn1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
58108,Ba2Se1Y1,0.0,7.668733596801758e-06,7.668733596801758e-06
21186,Al1In1K1,0.0,7.668733596801758e-06,7.668733596801758e-06
4765,Ag1Cu1Na2,0.0,7.668733596801758e-06,7.668733596801758e-06
18108,Al1Cu2Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
89401,Br1Hf1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
83298,B1Li1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
87995,Br1Cu1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
153335,Fe6P14Y4,0.0,7.668733596801758e-06,7.668733596801758e-06
117962,Cl1Rh2Se1,0.0,7.668733596801758e-06,7.668733596801758e-06
14118,Al2Br1Cr1,0.0,7.668733596801758e-06,7.668733596801758e-06
226942,Ni6P3,0.0,7.668733596801758e-06,7.668733596801758e-06
76183,Bi1Cr1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
11384,Al1As1K1,0.0,7.668733596801758e-06,7.668733596801758e-06
41157,Au1Cl2Ir1,0.0,7.668733596801758e-06,7.668733596801758e-06
52596,Ba1Hg1In2,0.0,7.668733596801758e-06,7.668733596801758e-06
1178,Ag1Au2Cr1,0.0,7.668733596801758e-06,7.668733596801758e-06
232800,Os1Pd1Se2,0.0,7.668733596801758e-06,7.668733596801758e-06
45381,Au1Ni1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
208046,Li1Si1Zn2,0.0,7.668733596801758e-06,7.668733596801758e-06
53811,Ba1K1Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
33115,As1Fe2P1,0.0,7.668733596801758e-06,7.668733596801758e-06
20730,Al1Hg2Mn1,0.0,7.668733596801758e-06,7.668733596801758e-06
115499,Cl2Ir1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
91410,Br1Nb1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
248660,Sr1Te1Y1,0.0,7.668733596801758e-06,7.668733596801758e-06
40908,Au1Cd2Hg1,0.0,7.668733596801758e-06,7.668733596801758e-06
156071,F3Ir1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
14874,Al1Ca1Hg1,0.0,7.668733596801758e-06,7.668733596801758e-06
16399,Al1Cl1W1,0.0,7.668733596801758e-06,7.668733596801758e-06
239553,P1Rh1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
110594,Cd2Sn1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
194671,K1Mg1Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
124888,Co4P4,0.0,7.668733596801758e-06,7.668733596801758e-06
90668,Br1Li1Sn2,0.0,7.668733596801758e-06,7.668733596801758e-06
149699,Fe1La1P1,0.0,7.668733596801758e-06,7.668733596801758e-06
88736,Br1Ga1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
72120,Be1Se1W1,0.0,7.668733596801758e-06,7.668733596801758e-06
85664,B1Pd2Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
22105,Al1K1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
2507,Ag1Bi2Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
46702,Ba2Be1Br1,0.0,7.668733596801758e-06,7.668733596801758e-06
37944,As1P1Rh1,0.0,7.668733596801758e-06,7.668733596801758e-06
1467,Ag1Au1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
21185,Al1In1K1,0.0,7.668733596801758e-06,7.668733596801758e-06
121596,Co1Hg1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
194670,K1Mg1Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
118791,Co1,0.0,7.668733596801758e-06,7.668733596801758e-06
31665,As1Cl1Mg2,0.0,7.668733596801758e-06,7.668733596801758e-06
239748,P2Rh1V1,0.0,7.668733596801758e-06,7.668733596801758e-06
61503,B2Cl1Hf1,0.0,7.668733596801758e-06,7.668733596801758e-06
156070,F3Ir1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
152785,Fe1P1Pb2,0.0,7.668733596801758e-06,7.668733596801758e-06
274,Ag1Al1Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
117961,Cl1Rh2Se1,0.0,7.668733596801758e-06,7.668733596801758e-06
229737,Ni1Te1W1,0.0,7.668733596801758e-06,7.668733596801758e-06
45822,Au8P4Pb8,0.0,7.668733596801758e-06,7.668733596801758e-06
158410,Ga1Hg1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
62634,B1Cu1Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
188119,In1Ni2Se1,0.0,7.668733596801758e-06,7.668733596801758e-06
116018,Cl1La1Sn1,0.0,7.668733596801758e-06,7.668733596801758e-06
87682,Br1Cr1Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
181686,Hg1Mn1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
75257,Bi1Cd1Hg2,0.0,7.668733596801758e-06,7.668733596801758e-06
89190,Br1Ge2Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
98474,Ca1K2Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
60638,B1Br1Y1,0.0,7.668733596801758e-06,7.668733596801758e-06
118795,Co1,0.0,7.668733596801758e-06,7.668733596801758e-06
42864,Au1Ga2Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
35957,As1Li2Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
131931,Cr1Ni1P1,0.0,7.668733596801758e-06,7.668733596801758e-06
14875,Al1Ca1Hg1,0.0,7.668733596801758e-06,7.668733596801758e-06
157144,F3Re1Sb1,0.0,7.668733596801758e-06,7.668733596801758e-06
2519,Ag1B2K1,0.0,7.668733596801758e-06,7.668733596801758e-06
2570,Ag1B1Na1,0.0,7.668733596801758e-06,7.668733596801758e-06
114143,Cl1Ga1Mg2,0.0,7.668733596801758e-06,7.668733596801758e-06
118793,Co1,0.0,7.668733596801758e-06,7.668733596801758e-06
1468,Ag1Au1Sr1,0.0,7.668733596801758e-06,7.668733596801758e-06
102921,Ca1Tc1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
121595,Co1Hg1Pd2,0.0,7.668733596801758e-06,7.668733596801758e-06
88635,Br1Ga2La1,0.0,7.668733596801758e-06,7.668733596801758e-06
215559,Mn2P1Zn1,0.0,7.668733596801758e-06,7.668733596801758e-06
226943,Ni6P3,0.0,7.668733596801758e-06,7.668733596801758e-06
74231,B2Hg1Pt1,0.0,7.668733596801758e-06,7.668733596801758e-06
198637,K1Si1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
68571,Be2La1P1,0.0,7.668733596801758e-06,7.668733596801758e-06
205167,Li1Na1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
89400,Br1Hf1Pd1,0.0,7.668733596801758e-06,7.668733596801758e-06
190763,In1Te1V1,0.0,7.668733596801758e-06,7.668733596801758e-06
212737,Mg1Te1Y1,0.0,7.668733596801758e-06,7.668733596801758e-06
76181,Bi1Cr1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
188118,In1Ni2Se1,0.0,7.668733596801758e-06,7.668733596801758e-06
189755,In2Rh1Te1,0.0,7.668733596801758e-06,7.668733596801758e-06
158462,Ga2Hg1Tl1,0.0,7.668733596801758e-06,7.668733596801758e-06
201947,La2Pd1Se1,0.0,7.668733596801758e-06,7.668733596801758e-06
70994,Be2P1Sb1,0.0,7.668733596801758e-06,7.668733596801758e-06
118787,Co1,0.0,7.668733596801758e-06,7.668733596801758e-06
39566,Au1Ba1Si1,0.0,7.668733596801758e-06,7.668733596801758e-06
249448,Te1Tl2V1,0.0,7.668733596801758e-06,7.668733596801758e-06
17786,Al1Cu1Na2,0.0,7.668733596801758e-06,7.668733596801758e-06
40809,Au1Ca1Si1,0.0,7.120966911315918e-06,7.120966911315918e-06
235022,Pb1,0.0,7.120966911315918e-06,7.120966911315918e-06
114416,Cl1Ga1Y1,0.0,7.120966911315918e-06,7.120966911315918e-06
114415,Cl1Ga1Y1,0.0,7.120966911315918e-06,7.120966911315918e-06
114571,Cl1Ge1Ni1,0.0,7.120966911315918e-06,7.120966911315918e-06
114417,Cl1Ga1Y1,0.0,7.120966911315918e-06,7.120966911315918e-06
215241,Mn1P2Tc1,0.0,7.120966911315918e-06,7.120966911315918e-06
235024,Pb1,0.0,7.120966911315918e-06,7.120966911315918e-06
170041,Ge1Nb1Se1,0.0,7.120966911315918e-06,7.120966911315918e-06
181470,Hg2Mg1Pb1,0.0,7.120966911315918e-06,7.120966911315918e-06
166183,Ge1Hg1K1,0.0,7.120966911315918e-06,7.120966911315918e-06
89136,Br2Ge1Re1,0.0,7.120966911315918e-06,7.120966911315918e-06
49288,Ba1Cl1Sb1,0.0,7.120966911315918e-06,7.120966911315918e-06
89137,Br2Ge1Re1,0.0,7.120966911315918e-06,7.120966911315918e-06
119050,Co1Cr1Te1,0.0,7.120966911315918e-06,7.120966911315918e-06
93778,Ca1Cd2Cl1,0.0,7.120966911315918e-06,7.120966911315918e-06
243816,Rh1Si1Te1,0.0,7.120966911315918e-06,7.120966911315918e-06
28918,As1,0.0,7.120966911315918e-06,7.120966911315918e-06
112844,Cl1Co2Hg1,0.0,7.120966911315918e-06,7.120966911315918e-06
178544,Hf1Pt2Te1,0.0,7.120966911315918e-06,7.120966911315918e-06
42620,Au1Ga2Li1,0.0,7.120966911315918e-06,7.120966911315918e-06
185168,Ho1Mg1,0.0,7.120966911315918e-06,7.120966911315918e-06
106454,Cd1Hg1Tl2,0.0,7.120966911315918e-06,7.120966911315918e-06
157165,F3Rh1W1,0.0,7.120966911315918e-06,7.120966911315918e-06
137844,Cu1Hg1Sr1,0.0,7.120966911315918e-06,7.120966911315918e-06
28923,As1,0.0,7.120966911315918e-06,7.120966911315918e-06
112843,Cl1Co2Hg1,0.0,7.120966911315918e-06,7.120966911315918e-06
166181,Ge1Hg1K1,0.0,7.120966911315918e-06,7.120966911315918e-06
92143,Br2Re1Sb1,0.0,7.120966911315918e-06,7.120966911315918e-06
97106,Ca1Hg1In2,0.0,7.120966911315918e-06,7.120966911315918e-06
90531,Br1La1Tl2,0.0,7.120966911315918e-06,7.120966911315918e-06
235023,Pb1,0.0,7.120966911315918e-06,7.120966911315918e-06
185169,Ho1Mg1,0.0,7.120966911315918e-06,7.120966911315918e-06
28921,As1,0.0,7.120966911315918e-06,7.120966911315918e-06
186875,In1Li2Si1,0.0,7.120966911315918e-06,7.120966911315918e-06
95990,Ca1Ga1Hg1,0.0,7.120966911315918e-06,7.120966911315918e-06
118071,Cl2Sc1Tc1,0.0,7.120966911315918e-06,7.120966911315918e-06
234,Ag1Al1Li1,0.0,7.120966911315918e-06,7.120966911315918e-06
95280,Ca1Cu1Pd2,0.0,7.120966911315918e-06,7.120966911315918e-06
87517,Br2Co1Re1,0.0,7.120966911315918e-06,7.120966911315918e-06
49286,Ba1Cl1Sb1,0.0,7.120966911315918e-06,7.120966911315918e-06
61474,B2Cl1Fe1,0.0,7.120966911315918e-06,7.120966911315918e-06
235029,Pb1,0.0,7.120966911315918e-06,7.120966911315918e-06
22966,Al2Li1Zn1,0.0,7.120966911315918e-06,7.120966911315918e-06
95281,Ca1Cu1Pd2,0.0,7.120966911315918e-06,7.120966911315918e-06
866,Ag2As1Pd1,0.0,7.120966911315918e-06,7.120966911315918e-06
28919,As1,0.0,7.120966911315918e-06,7.120966911315918e-06
176020,Hf1Mg1Se1,0.0,7.120966911315918e-06,7.120966911315918e-06
52672,Ba2Hg1Na1,0.0,7.120966911315918e-06,7.120966911315918e-06
210998,Mg2P1Sb1,0.0,7.120966911315918e-06,7.120966911315918e-06
43132,Au1Ge1Pd2,0.0,7.120966911315918e-06,7.120966911315918e-06
243815,Rh1Si1Te1,0.0,7.120966911315918e-06,7.120966911315918e-06
11203,Al1As2Au1,0.0,7.120966911315918e-06,7.120966911315918e-06
115695,Cl1K2Re1,0.0,7.120966911315918e-06,7.120966911315918e-06
86859,Br1Cd2Ga1,0.0,7.120966911315918e-06,7.120966911315918e-06
185167,Ho1Mg1,0.0,7.120966911315918e-06,7.120966911315918e-06
239793,P1Rh1Zn2,0.0,7.120966911315918e-06,7.120966911315918e-06
180837,Hg2K1Mo1,0.0,7.120966911315918e-06,7.120966911315918e-06
174205,Hf1Hg2K1,0.0,6.573200225830078e-06,6.573200225830078e-06
33453,As2Ga1Hg1,0.0,6.573200225830078e-06,6.573200225830078e-06
72365,Be1S1Sn2,0.0,6.573200225830078e-06,6.573200225830078e-06
53679,Ba1K2Pt1,0.0,6.573200225830078e-06,6.573200225830078e-06
243999,Rh1Ta1Te2,0.0,6.573200225830078e-06,6.573200225830078e-06
157299,F3Ta1Tc1,0.0,6.573200225830078e-06,6.573200225830078e-06
69104,Be2Mg1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
139297,Cu1K1Zn2,0.0,6.573200225830078e-06,6.573200225830078e-06
248623,Sr1Te1Ti1,0.0,6.573200225830078e-06,6.573200225830078e-06
10392,Ag1Sb2Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
160223,Ga1Li1Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
182555,Hg1Os1Te2,0.0,6.573200225830078e-06,6.573200225830078e-06
246381,Se2Si2Zr2,0.0,6.573200225830078e-06,6.573200225830078e-06
45993,Au1Re1Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
42902,Au1Ga2Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
28952,As2Au1B1,0.0,6.573200225830078e-06,6.573200225830078e-06
106217,Cd2Hg1K1,0.0,6.573200225830078e-06,6.573200225830078e-06
226552,Ni1,0.0,6.573200225830078e-06,6.573200225830078e-06
110447,Cd2Se1W1,0.0,6.573200225830078e-06,6.573200225830078e-06
92173,Br2Re1Sn1,0.0,6.573200225830078e-06,6.573200225830078e-06
37788,As1Pd1Si2,0.0,6.573200225830078e-06,6.573200225830078e-06
42810,Au2Ga1Sn1,0.0,6.573200225830078e-06,6.573200225830078e-06
11188,Al2,0.0,6.573200225830078e-06,6.573200225830078e-06
114293,Cl1Ga1Sb1,0.0,6.573200225830078e-06,6.573200225830078e-06
49408,Ba1Cl1Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
181072,Hg2La1Li1,0.0,6.573200225830078e-06,6.573200225830078e-06
118299,Cl1Si1W1,0.0,6.573200225830078e-06,6.573200225830078e-06
112908,Cl1Co1Pb1,0.0,6.573200225830078e-06,6.573200225830078e-06
127894,Cr2Cu1Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
91550,Br1Ni2Pd1,0.0,6.573200225830078e-06,6.573200225830078e-06
141955,Cu8O1,0.0,6.573200225830078e-06,6.573200225830078e-06
11184,Al2,0.0,6.573200225830078e-06,6.573200225830078e-06
182729,Hg1Pb1Si2,0.0,6.573200225830078e-06,6.573200225830078e-06
118326,Cl1Si1Zr1,0.0,6.573200225830078e-06,6.573200225830078e-06
88861,Br1Ga1Tc1,0.0,6.573200225830078e-06,6.573200225830078e-06
37789,As1Pd1Si2,0.0,6.573200225830078e-06,6.573200225830078e-06
87456,Br1Co2Hg1,0.0,6.573200225830078e-06,6.573200225830078e-06
79189,Bi2Li1Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
226569,Ni1,0.0,6.573200225830078e-06,6.573200225830078e-06
54092,Ba1Li2Na1,0.0,6.573200225830078e-06,6.573200225830078e-06
50236,Ba1Cu2K1,0.0,6.573200225830078e-06,6.573200225830078e-06
174204,Hf1Hg2K1,0.0,6.573200225830078e-06,6.573200225830078e-06
238820,P1Pd2Ta1,0.0,6.573200225830078e-06,6.573200225830078e-06
182727,Hg1Pb1Si1,0.0,6.573200225830078e-06,6.573200225830078e-06
202352,La3P3Sn3,0.0,6.573200225830078e-06,6.573200225830078e-06
43642,Au1Hg1Sb1,0.0,6.573200225830078e-06,6.573200225830078e-06
27075,Al3P3Zr3,0.0,6.573200225830078e-06,6.573200225830078e-06
202353,La3P3Sn3,0.0,6.573200225830078e-06,6.573200225830078e-06
92556,Br1Si2Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
28953,As2Au1B1,0.0,6.573200225830078e-06,6.573200225830078e-06
5468,Ag2Ga1K1,0.0,6.573200225830078e-06,6.573200225830078e-06
199613,La2Li1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
93140,B1Se1Ta1,0.0,6.573200225830078e-06,6.573200225830078e-06
79190,Bi2Li1Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
46570,Au1Tl2Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
238434,P1Pb1Ti1,0.0,6.573200225830078e-06,6.573200225830078e-06
62229,B2C1Pr1Pt2,0.0,6.573200225830078e-06,6.573200225830078e-06
142971,Cu2P1Ru1,0.0,6.573200225830078e-06,6.573200225830078e-06
248625,Sr1Te1Ti1,0.0,6.573200225830078e-06,6.573200225830078e-06
85930,B1P2Ru1,0.0,6.573200225830078e-06,6.573200225830078e-06
108226,Cd1Na1Pd2,0.0,6.573200225830078e-06,6.573200225830078e-06
16415,Al2Cl1Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
158181,Ga2Hg1In1,0.0,6.573200225830078e-06,6.573200225830078e-06
202139,La4P6Pd13,0.0,6.573200225830078e-06,6.573200225830078e-06
98446,Ca1K2Sr1,0.0,6.573200225830078e-06,6.573200225830078e-06
4732,Ag2Cu1Li1,0.0,6.573200225830078e-06,6.573200225830078e-06
6778,Ag1Hg2Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
29069,As2Au1Ga1,0.0,6.573200225830078e-06,6.573200225830078e-06
179815,Hf1Sr1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
139554,Cu1La2Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
197574,K1Pt1Zn2,0.0,6.573200225830078e-06,6.573200225830078e-06
97421,Ca2Hg1Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
61867,B2Cl1Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
132991,Cr2Pd1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
34431,As2Hf1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
182895,Hg1Pd2Sb1,0.0,6.573200225830078e-06,6.573200225830078e-06
102239,Ca2Sb1Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
179816,Hf1Sr1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
121479,Co1Hg1K2,0.0,6.573200225830078e-06,6.573200225830078e-06
41534,Au2Co1Hg1,0.0,6.573200225830078e-06,6.573200225830078e-06
226549,Ni1,0.0,6.573200225830078e-06,6.573200225830078e-06
115540,Cl1K1Mn2,0.0,6.573200225830078e-06,6.573200225830078e-06
248624,Sr1Te1Ti1,0.0,6.573200225830078e-06,6.573200225830078e-06
6914,Ag1In2Pd1,0.0,6.573200225830078e-06,6.573200225830078e-06
110368,Cd1Se1Sn2,0.0,6.573200225830078e-06,6.573200225830078e-06
139553,Cu1La2Se1,0.0,6.573200225830078e-06,6.573200225830078e-06
141264,Cu1Na2Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
240593,P1Si2V1,0.0,6.573200225830078e-06,6.573200225830078e-06
14946,Al1Ca1Li2,0.0,6.573200225830078e-06,6.573200225830078e-06
4923,Ag2Cu1Si1,0.0,6.573200225830078e-06,6.573200225830078e-06
223172,Na2Tl1Zn1,0.0,6.573200225830078e-06,6.573200225830078e-06
6777,Ag1Hg2Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
139185,Cu1K2Sn1,0.0,6.573200225830078e-06,6.573200225830078e-06
162881,Ga1Pd2Tl1,0.0,6.573200225830078e-06,6.573200225830078e-06
158361,Ga1Hg2Sb1,0.0,6.573200225830078e-06,6.573200225830078e-06
224087,Nb1Pb1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
232586,O1Sn1Yb3,0.0,6.573200225830078e-06,6.573200225830078e-06
62639,B2Cu1Na1,0.0,6.573200225830078e-06,6.573200225830078e-06
1300,Ag1Au2Mn1,0.0,6.573200225830078e-06,6.573200225830078e-06
236281,Pb1Se1Sr2,0.0,6.573200225830078e-06,6.573200225830078e-06
226570,Ni1,0.0,6.573200225830078e-06,6.573200225830078e-06
218232,Mo1Pb1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
90884,Br2Mg1Ta1,0.0,6.573200225830078e-06,6.573200225830078e-06
114406,Cl1Ga1W1,0.0,6.573200225830078e-06,6.573200225830078e-06
226554,Ni1,0.0,6.573200225830078e-06,6.573200225830078e-06
83439,B1Li1Zn2,0.0,6.573200225830078e-06,6.573200225830078e-06
212219,Mg1Se1Zr1,0.0,6.573200225830078e-06,6.573200225830078e-06
188371,In1N1Nd3,0.0,6.573200225830078e-06,6.573200225830078e-06
14533,Al1Br1Y1,0.0,6.573200225830078e-06,6.573200225830078e-06
6557,Ag1Hg2Nb1,0.0,6.573200225830078e-06,6.573200225830078e-06
88879,Br1Ga1Ti1,0.0,6.573200225830078e-06,6.573200225830078e-06
10393,Ag1Sb2Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
53729,Ba1K1Si1,0.0,6.573200225830078e-06,6.573200225830078e-06
159241,Ga1K2Mg1,0.0,6.573200225830078e-06,6.573200225830078e-06
44101,Au1K1Sn1,0.0,6.573200225830078e-06,6.573200225830078e-06
13642,Al1Bi2P1,0.0,6.573200225830078e-06,6.573200225830078e-06
98375,Ca1K2Pt1,0.0,6.573200225830078e-06,6.573200225830078e-06
20678,Al2Hg1In1,0.0,6.573200225830078e-06,6.573200225830078e-06
89811,B2Rh1Te1,0.0,6.573200225830078e-06,6.573200225830078e-06
