,Compound,GT_HalfMetal,GT_InsulatorDirect,GT_InsulatorDirectSpinPolarised,GT_InsulatorIndirect,GT_InsulatorIndirectSpinPolarised,GT_Metal,Fit
100137,Ca2Ni1Os1,0,0,0,0,0,1,5
138560,Cu2In1Y1,0,0,0,0,0,1,5
133473,Cr1P1W1,0,0,0,0,0,1,5
61451,B12Cl1Cs3H12,0,0,0,1,0,0,1
135701,Cu2Fe1Ni1,0,0,0,0,0,1,5
232303,O8Si4,0,1,0,0,0,0,1
80569,Bi2O8P2,0,0,0,1,0,0,3
23465,Al2Mn1Os1,0,0,0,0,0,1,5
8667,Ag2Nb1Sn1,0,0,0,0,0,1,5
178248,Hf1P1Re2,0,0,0,0,0,1,5
111554,Ce6O9,0,0,0,1,0,0,3
21471,Al1In2Y1,0,0,0,0,0,1,5
113179,Cl18Cs6Cu6,0,0,0,0,1,0,4
201079,La2Ni1Pt1,0,0,0,0,0,1,5
77390,Bi1Ga1Os2,0,0,0,0,0,1,5
205425,Li1Nb1V2,0,0,0,0,0,1,5
52226,Ba1Ge2Te1,0,0,0,0,0,1,5
167129,Ge4Ir4P4,0,0,0,0,0,1,5
14981,Al16Ca24N32,0,0,0,1,0,0,3
149744,Fe1La1Pt2,0,0,0,0,0,1,5
207341,Li2Re1Zr1,0,0,0,0,0,1,5
74945,Bi2Br1W1,0,0,0,0,0,1,5
29232,As1Au1Pd1,0,0,0,0,0,1,5
206037,Li1Os1Tc1,0,0,0,0,0,1,5
67239,Be1Hf1Pb1,0,0,0,0,0,1,5
40279,Au1Br1K2,0,0,0,1,0,0,5
172156,Ge2P2Y2,0,0,0,0,0,1,5
60023,B1Br2Cu1,0,0,0,1,0,0,5
107581,Cd1Li2Se1,0,1,0,0,0,0,5
217740,Mo1O3Rb1,0,0,0,0,0,1,5
216213,Mn2Sb1Zn1,0,0,0,0,0,1,5
173810,Ge1Te1W2,0,0,0,0,0,1,5
172315,Ge1Re1Tc1,0,0,0,0,0,1,5
75951,Bi1Co1Rh2,0,0,0,0,0,1,5
151511,Fe1Ni2Pd1,0,0,0,0,0,1,5
163131,Ga4P8Se16,0,0,0,0,0,1,3
16585,Al1Co2Hg1,0,0,0,0,0,1,5
67905,Be1In2Y1,0,0,0,0,0,1,5
18123,Al2Cu1Si2,0,0,0,0,0,1,5
165337,Ga1Y1Zr2,0,0,0,0,0,1,5
167330,Ge1Ir1Y1,0,0,0,0,0,1,5
224769,Nb1P1V2,0,0,0,0,0,1,5
44528,Au4Li8Sn8,0,0,0,0,0,1,5
68378,Be1K2Sc1,0,0,0,0,0,1,5
78633,Bi1K1Mg1,0,0,0,0,0,1,5
49492,Ba1Co1Ga2,0,0,0,0,0,1,5
108578,Cd2Ni1Re1,0,0,0,0,0,1,5
109428,Cd2Pd4Yb4,0,0,0,0,0,1,5
187306,In2Mn1Se1,0,0,0,0,0,1,5
169085,Ge6Mn1P6,0,0,0,0,0,1,5
45234,Au1Nb1P1,0,0,0,0,0,1,5
141660,Cu1Ni1Pt1,0,0,0,0,0,1,5
133654,Cr1Rh1Sn1,1,0,0,0,0,0,5
97373,Ca1Hg1Ti2,0,0,0,0,0,1,5
114861,Cl2Hf1Ni1,0,0,0,0,0,1,5
31154,As1Ca1Sb2,0,0,0,0,0,1,5
83591,B1Mg2Rh1,0,0,0,0,0,1,5
9893,Ag1Pt1V1,0,0,0,0,0,1,5
81115,Bi1Pd1Si1,0,0,0,0,0,1,5
12898,Al1Be2Cd1,0,0,0,0,0,1,5
112169,C1Ga1Nd3,0,0,0,0,0,1,5
231430,O4Ru2,0,0,0,0,0,1,3
202104,La1P1Pd1,0,0,0,0,0,1,5
35933,As1Li1P1,0,0,0,0,0,1,5
199050,K1Tc1Y2,0,0,0,0,0,1,5
20314,Al1Hf1In2,0,0,0,0,0,1,5
141846,Cu2Ni1V1,0,0,0,0,0,1,5
223745,Nb8O24Sr4,0,1,0,0,0,0,1
150453,Fe1Mn1P1,0,0,0,0,0,1,5
76023,Bi1Cr1Fe1,0,0,0,0,0,1,5
112993,Cl1Cr1Cu1,0,0,0,0,0,1,5
104475,Cd2Cs2Er2Te6,0,1,0,0,0,0,1
170492,Ge1Ni2Ti1,0,0,0,0,0,1,5
174142,He1,0,0,0,1,0,0,3
239230,P1Pt1Ti1,0,0,0,0,0,1,5
119180,Co1Cu1Li1,0,0,0,0,0,1,5
107453,Cd1La1V1,0,0,0,0,0,1,5
50668,Ba2Cu1Ta1,0,0,0,0,0,1,5
122956,Co1Mg1Mo2,0,0,0,0,0,1,5
65949,Be4Fe24Hg4,0,0,0,0,0,1,5
185546,H12O12S2Zn1,0,0,0,1,0,0,3
233010,Os1Re2Si1,0,0,0,0,0,1,5
73777,B1Ge1Sn1,0,0,0,0,0,1,5
82147,Bi1Se1W2,0,0,0,0,0,1,5
65699,Be1Cu1Pb1,0,0,0,0,0,1,5
50796,Ba4Er8Te16,0,0,0,1,0,0,3
30853,As1Br1V2,0,0,0,0,0,1,5
233909,O38Ta12Th4,0,0,0,1,0,0,3
62369,B1Cr1Pd2,0,0,0,0,0,1,5
184686,H2Mg1O2,0,1,0,0,0,0,1
177277,Hf4Ni4Si4,0,0,0,0,0,1,5
173892,Ge2Ti1W1,0,0,0,0,0,1,5
73926,B1Hf1Mg1,0,0,0,0,0,1,5
1789,Ag1Ba1Sc1,0,0,0,0,0,1,5
139142,Cu1K1Sc2,0,0,0,0,0,1,5
57969,Ba1Sc2Y1,0,0,0,0,0,1,5
179470,Hf1Se1Sr2,0,0,0,0,0,1,5
94612,Ca1Co1Pd2,0,0,0,0,0,1,5
183029,Hg1Pd1Zr2,0,0,0,0,0,1,5
225761,Nb1Si2Zn1,0,0,0,0,0,1,5
218562,Mo1P2Ti1,0,0,0,0,0,1,5
197703,K1Re1Sc1,0,0,0,0,0,1,5
79994,Bi2Na1Re1,0,0,0,0,0,1,5
185272,Ho2Ni12P7,0,0,0,0,0,1,5
39464,Au1Ba2Li1,0,0,0,0,0,1,5
178011,Hf1Pd1Pt1,0,0,0,0,0,1,5
121057,Co1Ge1Zn1,0,0,0,0,0,1,5
148981,Fe1In2Te1,0,0,0,0,0,1,5
172584,Ge1Rh2Zn1,0,0,0,0,0,1,5
152344,Fe2P4,0,0,0,1,0,0,3
10472,Ag1Sb1Zn2,0,0,0,0,0,1,5
24160,Al2Na6P4,0,0,0,1,0,0,3
52939,Ba12H2Nb6O28,0,1,0,0,0,0,3
225899,Nb1Sr2Te1,0,0,0,0,0,1,5
191639,Ir1Li1Te2,0,0,0,0,0,1,5
152547,Fe1Pb1Y1,0,0,0,0,0,1,5
115738,Cl1K2Se1,1,0,0,0,0,0,3
21923,Al1K1O8S2,0,0,0,1,0,0,1
154425,Fe1Se1Sn1,0,0,0,0,0,1,5
187058,In1Mg1Ru2,0,0,0,0,0,1,5
243848,Rh2Si2U1,0,0,0,0,0,1,5
176935,Hf1Nb1Pb2,0,0,0,0,0,1,5
19217,Al1Fe1Zn1,0,0,0,0,0,1,5
17117,Al86Cr8Er12,0,0,0,0,0,1,5
51865,Ba2Gd1Mo1O6,1,0,0,0,0,0,3
218627,Mo1Pt1Se1,0,0,0,0,0,1,5
166030,Ge1Hf1Se1,0,0,0,0,0,1,5
249154,Ta1V1Zn2,0,0,0,0,0,1,5
134119,Cr1Se1Ti1,0,0,0,0,0,1,5
105837,Cd2Ge1Sr1,0,0,0,0,0,1,5
178645,Hf4P20Y8,0,0,0,0,0,1,5
211205,Mg1Pt2Sr1,0,0,0,0,0,1,5
80961,Bi1Pb2Te1,0,0,0,0,0,1,5
57067,Ba2P1Ta1,0,0,0,0,0,1,5
82824,B1K2W1,0,0,0,0,0,1,5
223845,Nb2Os1Tc1,0,0,0,0,0,1,5
209166,Mg1Mo1W2,0,0,0,0,0,1,5
120236,Co1Ga1Re2,0,0,0,0,0,1,5
29367,As1Au1Tl1,0,0,0,0,0,1,5
97613,Ca2In1Mn1,0,0,0,0,0,1,5
181939,Hg1Na1P1,0,0,0,0,0,1,5
140525,Cu1Mn2Sb1,0,0,0,0,0,1,5
228616,Ni6Sb8Zr6,0,0,0,1,0,0,3
96774,Ca1Ge1Tl2,0,0,0,0,0,1,5
50286,Ba1Cu2Mn1,0,0,0,0,0,1,5
61671,B4Cl2P14,0,0,0,0,0,1,5
242694,Re1Sc1Tc1,0,0,0,0,0,1,5
67717,Be2In1Os1,0,0,0,0,0,1,5
89246,Br2Ge1Ti1,0,0,0,0,0,1,5
193140,Ir1Re1Si1,0,0,0,0,0,1,5
100409,Ca2Ni1Zn1,0,0,0,0,0,1,5
173830,Ge1Te2Zn1,0,0,0,0,0,1,5
194450,K2Li4O6U1,0,0,0,1,0,0,3
96276,Ca1Ga1Ta2,0,0,0,0,0,1,5
100510,Ca2O6Pt2,0,0,0,1,0,0,3
34898,As1In1Sc2,0,0,0,0,0,1,5
97323,Ca1Hg2Sn1,0,0,0,0,0,1,5
101311,Ca1Pd2Tc1,0,0,0,0,0,1,5
60417,B1Br1Re1,0,0,0,0,0,1,5
35517,As1K1Sb1,0,0,0,0,0,1,5
91938,Br1Pb2W1,0,0,0,0,0,1,5
118884,Co2Cr1Ir1,0,0,0,0,0,1,5
100826,Ca1Os1Sn1,0,0,0,0,0,1,5
225341,Nb1Sb1Ti1,0,0,0,0,0,1,5
115287,Cl4Ho4O12Se4,0,0,0,1,0,0,3
114587,Cl1Ge2Os1,0,0,0,0,0,1,5
162213,Ga1O3Pr1,0,0,0,1,0,0,5
210889,Mg1Pd1Zn2,0,0,0,0,0,1,5
172483,Ge2Rh2Tb1,0,0,0,0,0,1,5
102215,Ca10Sb6,0,0,0,0,0,1,5
191477,Ir2La1Tl1,0,0,0,0,0,1,5
243859,Rh1Si1V2,0,0,0,0,0,1,5
136711,Cu2Ge8Hf4,0,0,0,0,0,1,5
155905,F10H8Mn2O4V2,0,0,0,0,0,1,1
232610,Os1Pb2Pt1,0,0,0,0,0,1,5
221954,Na1Rh1Ta2,0,0,0,0,0,1,5
135349,Cu1Dy1,0,0,0,0,0,1,5
121775,Co1Hg2Y1,0,0,0,0,0,1,5
105719,Cd1Ge1Pb1,0,0,0,0,0,1,5
93672,C2,0,0,0,1,0,0,3
82011,Bi2Sc1Sn1,0,0,0,0,0,1,5
124438,Co1Ni1Sr2,0,0,0,0,0,1,5
67008,Be2Ge1Sb1,0,0,0,0,0,1,5
12460,Al1Ba2Li1,0,0,0,0,0,1,5
5405,Ag1F3Zn1,0,0,0,1,0,0,5
73780,B1Ge2Sn1,0,0,0,0,0,1,5
65033,Be1Co1Ta1,0,0,0,0,0,1,5
1694,Ag5Ba2La1S6,0,0,0,1,0,0,1
138961,Cu1K1Na1,0,0,0,0,0,1,5
214944,Mn1P2Re1,0,0,0,0,0,1,5
176334,Hf1Mn1Tc1,0,0,0,0,0,1,5
69663,Be1Na1Pd1,0,0,0,0,0,1,5
184404,H14I2O20S2,0,1,0,0,0,0,1
85412,B2Pb1Te1,0,0,0,0,0,1,5
128378,Cr1Fe1Si1,0,0,0,0,0,1,5
175060,Hf1Ir1Ta2,0,0,0,0,0,1,5
27606,Al12S18,0,0,0,1,0,0,1
175483,Hf1La1P2,0,0,0,0,0,1,5
235205,Pb2Pd1V1,0,0,0,0,0,1,5
95666,Ca2Fe2O12Si4,0,0,1,0,0,0,2
5376,Ag1F6Sn1,0,0,0,1,0,0,3
218468,Mo6P6Se2,0,0,0,0,0,1,5
204978,Li3N1,0,1,0,0,0,0,1
152765,Fe1Pd1Zn2,0,0,0,0,0,1,5
248900,Ta2,0,0,0,0,0,1,5
166932,Ge1In1Y1,0,0,0,0,0,1,5
26550,Al1P2Sb1,0,0,0,0,0,1,5
220699,Na1Os2Si1,0,0,0,0,0,1,5
204540,Li1Mg2W1,0,0,0,0,0,1,5
23292,Al1Mg2Sr1,0,0,0,0,0,1,5
89964,Br1In1Ru1,0,0,0,0,0,1,5
112101,C4F12Na4O8Sb4,0,0,0,1,0,0,3
4713,Ag1Cu2K1,0,0,0,0,0,1,5
20998,Al2H12I2O8,0,0,0,1,0,0,1
76915,Bi2Fe1P1,0,0,0,0,0,1,5
237571,Pd1Se2Ta1,0,0,0,0,0,1,5
3448,Ag2Ca1Rh1,0,0,0,0,0,1,5
177443,Hf1Ni1Zn1,0,0,0,0,0,1,5
182703,Hg1Pb2Sb1,0,0,0,0,0,1,5
9129,Ag1Pb1Rh1,0,0,0,0,0,1,5
83734,B4Mn2Mo4,0,0,0,0,0,1,5
164357,Ga4Se6,0,1,0,0,0,0,1
202790,La1Re2V1,0,0,0,0,0,1,5
37277,As1O3Sr1,0,0,0,0,0,1,5
207705,Li1Sb1W2,0,0,0,0,0,1,5
190117,In1Sb1W2,0,0,0,0,0,1,5
103366,C8Cd2N12,0,0,0,1,0,0,3
247689,Si1Tc1Te1,0,0,0,0,0,1,5
110751,Cd1Te2Tl1,0,0,0,0,0,1,5
21685,Al2Ir1Sc1,0,0,0,0,0,1,5
174315,Hf1Hg2Pd1,0,0,0,0,0,1,5
32457,As1Cu1F3,0,0,0,0,0,1,5
135025,Cs2I6Sn2,0,1,0,0,0,0,1
220417,Na2O8Pd6,0,0,0,0,0,1,5
167864,Ge4La4Pb8,0,0,0,0,0,1,5
2521,Ag2B1K1,0,0,0,0,0,1,5
218541,Mo1P1Te2,0,0,0,0,0,1,5
133115,Cr1P1Rh1,0,0,0,0,0,1,5
137068,Cu1Ge1Sn1,0,0,0,0,0,1,5
148718,Fe2Hg1Si1,0,0,0,0,0,1,5
62132,B2Co1Pt1,0,0,0,0,0,1,5
72259,Be1Si1Zr2,0,0,0,0,0,1,5
205707,Li2N8Re2Sr4,0,0,0,1,0,0,1
118146,Cl1Se2Te1,0,0,0,0,0,1,5
136113,Cu1F3N1,0,0,0,0,0,1,5
29119,As1Au1K2,0,0,0,0,0,1,5
17839,Al2Cu2Ni1,0,0,0,0,0,1,5
215791,Mn1Rh2Tc1,0,0,0,0,0,1,5
125578,Co1Pt2Sr1,0,0,0,0,0,1,5
166797,Ge1In1Rh2,0,0,0,0,0,1,5
111897,Ce2Tl2Zn2,0,0,0,0,0,1,5
244868,S18,0,0,0,1,0,0,3
227390,Ni8P10Pb4,0,0,0,0,0,1,5
144224,Cu1Sc1Se2,0,0,0,0,0,1,5
37145,As1Ni1Te2,0,0,0,0,0,1,5
51798,Ba2Ga1Te1,0,0,0,0,0,1,5
218311,Mo1Pd2Pt1,0,0,0,0,0,1,5
33685,As1Ga1Sb1,0,0,0,0,0,1,5
168643,Ge2Mg2P2,0,0,0,0,0,1,5
67658,Be1In2Mg1,0,0,0,0,0,1,5
148997,Fe1Ir3,0,0,0,0,0,1,5
57981,Ba2Sc1Zn1,0,0,0,0,0,1,5
146450,Er1In3,0,0,0,0,0,1,5
160300,Ga1Mg2Os1,0,0,0,0,0,1,5
233646,Os1Si2Ti1,0,0,0,0,0,1,5
174098,Ge1Y1Zn1,0,0,0,0,0,1,5
125745,Co12P7Zr2,0,0,0,0,0,1,5
61001,B2Ca3Si1,0,0,0,0,0,1,5
105898,Cd2Ge1V1,0,0,0,0,0,1,5
124938,Co1Pb2Rh1,0,0,0,0,0,1,5
168305,Ge1Li1Rh1,0,0,0,0,0,1,5
76666,Bi2Er10Pt4,0,0,0,0,0,1,5
174873,Hf1Ir1Mg2,0,0,0,0,0,1,5
149181,Fe2Ir1Sc1,0,0,0,0,0,1,5
19149,Al40Fe2U4,0,0,0,0,0,1,5
115434,Cl2In1Si1,0,0,0,0,0,1,5
187131,In1Mg1Te1,0,0,0,0,0,1,5
140685,Cu2Mn1Zn1,0,0,0,0,0,1,5
186443,In1K1W1,0,0,0,0,0,1,5
19162,Al1Fe2V1,0,0,0,0,0,1,5
26884,Al1Pt1Tc2,0,0,0,0,0,1,5
245373,Sb1Te2Tl1,0,0,0,0,0,1,5
159443,Ga1K1Ta1,0,0,0,0,0,1,5
249265,Tb1Zn12,0,0,0,0,0,1,5
215164,Mn1P2Sn1,0,0,0,0,0,1,5
66477,Be1Ga2In1,0,0,0,0,0,1,5
41989,Au2Cu1Nb1,0,0,0,0,0,1,5
3262,Ag2B1W1,0,0,0,0,0,1,5
107970,Cd1Mn1Se2,0,0,0,0,0,1,5
204357,Li1Mg1Pd1,0,0,0,0,0,1,5
83722,B2Mg1Zr1,0,0,0,0,0,1,5
135208,Cs2O24Te4V6,0,0,0,1,0,0,3
116704,Cl2Mo1Pt1,0,0,0,0,0,1,5
187584,In1Na1Pb2,0,0,0,0,0,1,5
201816,La1Pb1Tl1,0,0,0,0,0,1,5
183239,Hg1Pt1Tc1,0,0,0,0,0,1,5
148712,Fe1Hg1Si1,0,0,0,0,0,1,5
172106,Ge1Pt2Zr1,0,0,0,0,0,1,5
144838,Cu1Sn1Y1,0,0,0,0,0,1,5
56106,Ba2O4Sn1,0,0,0,1,0,0,3
3779,Ag1Cl1Cr1,0,0,0,0,0,1,5
111756,Ce3Rh3Sn3,0,0,0,0,0,1,5
42220,Au1Cu1Zr1,0,0,0,0,0,1,5
130812,Cr2Li14N8O1,0,1,0,0,0,0,3
9488,Ag2P1Pb1,0,0,0,0,0,1,5
115605,Cl1K1O3,0,0,0,0,0,1,5
118041,Cl1Sc1Se2,0,0,0,0,0,1,5
159487,Ga1K1Tl2,0,0,0,0,0,1,5
201608,La8O32Ta8,0,0,0,1,0,0,3
165518,Gd2Ni2Si4,0,0,0,0,0,1,5
229601,Ni2S6Ta9,0,0,0,0,0,1,5
242984,Re1Sn1Sr1,0,0,0,0,0,1,5
109358,Cd1Pd2Ta1,0,0,0,0,0,1,5
107120,Cd2K1Re1,0,0,0,0,0,1,5
208661,Mg2,0,0,0,0,0,1,5
55099,Ba1Mo2Sr1,0,0,0,0,0,1,5
132008,Cr1Ni1Sb1,0,0,0,0,0,1,5
91534,Br2Ni1P1,0,0,0,0,0,1,5
47271,Ba1Bi1In1,0,0,0,0,0,1,5
153850,Fe2S4,0,0,0,1,0,0,3
18219,Al2Cu1Sr1,0,0,0,0,0,1,5
28882,Al1Y2Zn1,0,0,0,0,0,1,5
74726,Bi1Br2Nb1,0,0,0,0,0,1,5
237798,Pd8Si4Y4,0,0,0,0,0,1,5
181770,Hg1Mn2Tl1,0,0,0,0,0,1,5
178806,Hf1Re1W1,0,0,0,0,0,1,5
219597,Mo2Si1Y1,0,0,0,0,0,1,5
186827,In1Li1Ru1,0,0,0,1,0,0,5
21278,Al1In1P1,0,0,0,0,0,1,5
15835,Al3Ce3Ni3,0,0,0,0,0,1,5
194675,K1Mg2Na1,0,0,0,0,0,1,5
110611,Cd1Sr1Tl2,0,0,0,0,0,1,5
127835,Cr1Cu1Ru1,0,0,0,0,0,1,5
175410,Hf1K2Zr1,0,0,0,0,0,1,5
168332,Ge1Li2Sb1,0,0,0,0,0,1,5
203519,La1Se1Tl1,0,0,0,0,0,1,5
127745,Cr2Cu2O4,0,0,0,1,0,0,3
142943,Cu4Pr4Se8,0,0,1,0,0,0,5
61885,B2Cl1Zr1,0,0,0,0,0,1,5
177436,Hf1Ni1Y2,0,0,0,0,0,1,5
33574,As1Ga1O3,0,0,0,0,0,1,5
48458,Ba1Cd2Cl1,0,0,0,0,0,1,5
169961,Ge2Nb1P1,0,0,0,0,0,1,5
94074,Ca1Cd1Sc2,0,0,0,0,0,1,5
217291,Mo1Na2Se1,0,0,0,0,0,1,5
234686,O8W2Zn2,0,1,0,0,0,0,1
176804,Hf1Na2Se1,0,0,0,0,0,1,5
93625,B1Y1Zr2,0,0,0,0,0,1,5
155880,F4H12K4O16P4,0,1,0,0,0,0,3
224185,Nb1Pd2Rh1,0,0,0,0,0,1,5
131662,Cr1Na2Se1,0,0,0,0,0,1,5
109771,Cd1Pt2Tl1,0,0,0,0,0,1,5
45690,Au2Pb1Ta1,0,0,0,0,0,1,5
135656,Cu1Fe1Mn1,0,0,0,0,0,1,5
166489,Ge1Hg1Zr2,0,0,0,0,0,1,5
32764,As1Cu1Ru1,0,0,0,0,0,1,5
66824,Be1Ge1Ir1,0,0,0,0,0,1,5
15849,Al2Ce2O6,1,0,0,0,0,0,0
101123,Ca2Pb1Te1,0,0,0,0,0,1,5
48675,Ba1Cd1Pb1,0,0,0,0,0,1,5
28,Ag2,0,0,0,0,0,1,5
203240,La1Sb2Se1,0,0,0,0,0,1,5
83237,B2Li1P1,0,0,0,0,0,1,5
198093,K2Ru1W1,0,0,0,0,0,1,5
240345,P1Se1Si1,0,0,0,0,0,1,5
73479,B1Ga1Y2,0,0,0,0,0,1,5
62109,B1Co1Pb2,0,0,0,0,0,1,5
104323,Cd1Cr1Ni1,0,0,0,0,0,1,5
118597,C48N24,0,1,0,0,0,0,1
40860,Au3C6Co1K1N6,0,1,0,0,0,0,1
231252,O18Rb2W6,0,0,0,0,0,1,3
210381,Mg2Os1W1,0,0,0,0,0,1,5
136789,Cu2Ge2La6Se14,0,1,0,0,0,0,3
1029,Ag1As1Tl1,0,0,0,0,0,1,5
245288,Sb1Ta1Te2,0,0,0,0,0,1,5
38143,As1Pt1Y1,0,0,0,0,0,1,5
42924,Au2Gd1Si2,0,0,0,0,0,1,5
25800,Al20O48Tb12,0,1,0,0,0,0,1
47756,Ba1Br1Ir1,0,0,0,1,0,0,5
206665,Li2P2Pr1,0,0,0,0,0,1,5
87246,Br1Cl1Re2,0,0,0,0,0,1,5
3567,Ag1Cd2Ge1,0,0,0,0,0,1,5
153403,Fe1Re1Ru2,0,0,0,0,0,1,5
241283,Pt1Sc1Sn1,0,0,0,0,0,1,5
84152,B4Mo10Si2,0,0,0,0,0,1,5
106384,Cd2Hg1Se1,0,0,0,0,0,1,5
194595,K1Li1Tl1,0,0,0,0,0,1,5
119814,Co1Fe1Te2,0,0,0,0,0,1,5
133095,Cr1P1Pt2,0,0,0,0,0,1,5
40767,Au2Ca1Pd1,0,0,0,0,0,1,5
80369,B2In1Mo1,0,0,0,0,0,1,5
159804,Ga1La2Te1,0,0,0,0,0,1,5
223189,Na1V2Zn1,0,0,0,0,0,1,5
235225,Pb2Pd1Y1,0,0,0,0,0,1,5
106547,Cd1In2K1,0,0,0,0,0,1,5
233253,Os1Ru1Tl2,0,0,0,0,0,1,5
119530,Co4Dy2In2,0,0,0,0,0,1,5
199577,La4Li4Sn4,0,0,0,0,0,1,5
210366,Mg1Os1V1,0,0,0,0,0,1,5
106549,Cd2In1K1,0,0,0,0,0,1,5
28265,Al2Sn1Y1,0,0,0,0,0,1,5
159732,Ga1La2Sb1,0,0,0,0,0,1,5
158883,Ga1In2Zr1,0,0,0,0,0,1,5
90884,Br2Mg1Ta1,0,0,0,0,0,1,5
73940,B1Hf2Mn1,0,0,0,1,0,0,5
71404,Be2Re1Te1,0,0,0,0,0,1,5
78929,Bi2La1Na1,0,0,0,0,0,1,5
223876,Nb1Os1V1,0,0,0,0,0,1,5
223040,Na1Te1Ti1,0,0,0,0,0,1,5
115801,Cl1K1Te2,0,0,0,0,0,1,5
32465,As1Cu2Fe1,0,0,0,0,0,1,5
184218,Hg1Te1Ti2,0,0,0,0,0,1,5
25783,Al2Os1Zn1,0,0,0,0,0,1,5
188818,In1Pd1Pt1,0,0,0,0,0,1,5
72613,Be1Tl1Zn1,0,0,0,0,0,1,5
194063,K8,0,0,0,0,0,1,5
197426,K1Pt2Rh1,0,0,0,0,0,1,5
14201,Al1Br1In1,0,0,0,0,0,1,5
175438,Hf2La1Mn1,0,0,0,0,0,1,5
20445,Al1Hf2P1,0,0,0,0,0,1,5
188173,In1Ni2Tb2,0,0,0,0,0,1,5
103062,Ca2Tl1V1,0,0,0,0,0,1,5
136974,Cu2Ge2Pr6S14,0,0,0,1,0,0,3
43763,Au4In6P1,0,0,0,0,0,1,5
51619,Ba2Ga1Ni1,0,0,0,0,0,1,5
68875,Be1Li1Te1,0,0,0,0,0,1,5
248235,Sn2,0,0,0,0,0,1,5
183457,Hg2Rh1Se1,0,0,0,0,0,1,5
9583,Ag2P1Sb1,0,0,0,0,0,1,5
231448,O12Ru4Sr4,1,0,0,0,0,0,0
214150,Mn2O22Pb10Sb4,0,0,1,0,0,0,3
25812,Al2O4Tl2,0,0,0,1,0,0,3
18269,Al1Cu2Ti1,0,0,0,0,0,1,5
77603,Bi1Ga1Zr2,0,0,0,0,0,1,5
162385,Ga2Os1Sr1,0,0,0,0,0,1,5
76642,Bi2Cu1Zn1,0,0,0,0,0,1,5
241841,Pt1W2Zr1,0,0,0,0,0,1,5
174307,Hf1Hg2Pb1,0,0,0,0,0,1,5
139213,Cu1K1Ta1,0,0,0,0,0,1,5
63894,Be2Ca1P1,0,0,0,0,0,1,5
143533,Cu4P2Zr3,0,0,0,0,0,1,5
157024,F3Pb1Sn1,0,0,0,0,0,1,5
5550,Ag1Ga1Os2,0,0,0,0,0,1,5
33560,As1Ga2Nb1,0,0,0,0,0,1,5
14764,Al4Ca4Co24,0,0,0,0,0,1,5
242591,Re1Sb2Te1,0,0,0,0,0,1,5
107547,Cd1Li1Re2,0,0,0,0,0,1,5
240008,P4Ru4Si4,0,0,0,0,0,1,5
39891,Au1Be2V1,0,0,0,0,0,1,5
137582,Cu1Hf1Y1,0,0,0,0,0,1,5
56005,Ba4O16S4,0,0,0,1,0,0,3
20831,Al1Hg2Rh1,0,0,0,0,0,1,5
75854,Bi1Co1Ga1,0,0,0,0,0,1,5
193120,Ir2Re1Ru1,0,0,0,0,0,1,5
43688,Au1I4K1O12,0,0,0,1,0,0,3
166784,Ge1In1Re1,0,0,0,0,0,1,5
210265,Mg1O6Sr2W1,0,0,0,1,0,0,3
131762,Cr2Nb1P1,0,0,0,0,0,1,5
30238,As1Bi1Os1,0,0,0,0,0,1,5
49435,Ba1Cl2Zr1,0,0,0,0,0,1,5
85335,B2Pb1Sb1,0,0,0,0,0,1,5
142832,Cu1Pd1Y1,0,0,0,0,0,1,5
91845,Br1Pb2Se1,0,0,0,0,0,1,5
98236,Ca1Ir2W1,0,0,0,0,0,1,5
158274,Ga1Hg1O3,0,0,0,0,0,1,5
101932,Ca1Re1Sn1,0,0,0,0,0,1,5
210216,Mg1Os2Pd1,0,0,0,0,0,1,5
199557,La1Li1Si1,0,0,0,1,0,0,5
116755,Cl2Na1Nb1,0,0,0,0,0,1,0
137388,Cu4Hf3P2,0,0,0,0,0,1,5
21687,Al1Ir1Se1,0,0,0,0,0,1,5
205639,Li2Ni1Te1,0,1,0,0,0,0,5
109608,Cd1P1Te1,0,0,0,0,0,1,5
127661,Cr1Cu2La1,0,0,0,0,0,1,5
214386,Mn2Os1Zn1,0,0,0,0,0,1,5
158088,Ga1Hf1Ta2,0,0,0,0,0,1,5
142882,Cu2P2Pb2,0,0,0,0,0,1,5
180123,Hf1Ti1Zn1,0,0,0,0,0,1,5
179570,Hf10Si6,0,0,0,0,0,1,5
39131,As1Ta2Tc1,0,0,0,0,0,1,5
89559,Br1Hg2Ir1,0,0,0,0,0,1,5
64416,Be1Cl2La1,0,0,0,0,0,1,5
125331,Co1P1Se2,0,0,0,0,0,1,5
147563,Fe2Ga2S5,0,1,0,0,0,0,3
192394,Ir1Nb1Pt2,0,0,0,0,0,1,5
188303,In4Ni2Y18,0,0,0,0,0,1,5
199857,La1Mg1Sc1,0,0,0,0,0,1,5
34453,As1Hf1W2,0,0,0,0,0,1,5
40171,Au1Br1Co2,0,0,0,0,0,1,5
184061,Hg1Si1Y1,0,0,0,0,0,1,5
179003,Hf1Rh2Zr1,0,0,0,0,0,1,5
159365,Ga1K1Rh2,0,0,0,0,0,1,5
20523,Al1Hf2Ru1,0,0,0,0,0,1,5
50207,Ba4Cu4Ho8O20,0,0,0,0,1,0,1
76266,Bi2Cu1In1,0,0,0,0,0,1,5
225920,Nb2Sr1Zn1,0,0,0,0,0,1,5
